cause_segment,effect_segment,causality_score
I myself would never say that.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"The infamous ""no more beer at barbecues"" rule.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"That's right, boo that rule.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
Sheila thought drinking in public was in poor taste.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
I think you know what happened next.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
And that's what made him a sensation on campus.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
People started dressing like him and quoting him in class.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"The Ram ran five major stories about Pie Man, all of them by me.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
And now Angela and I had been flirting for two months.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"So I, I saw her there and made a mental note to do nothing about it.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
And it was her.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
And wasn't I really Pie Man?,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
For having brought him into being.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
Didn't she only know about him through me?,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
But she had asked me a straightforward question that came with a straightforward answer.,"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"In fact, I wasn't Pie Man.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"As far as I knew, I had never seen the guy out of costume.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And then runs away.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And the Dean is covered with cream.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",6
"Reporters call this ""making shit up.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And they recommend against crossing that line.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
So the first I did was I gave the figure a name.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Though in fact he'd been capeless.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And I gave him a catchphrase in Latin.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Which makes no sense.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
I needed something.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"I'm Catholic, Latin just comes to me.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And that's how the first line got crossed.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"A few days later, I get a letter.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
So I was there with a photographer from the Ram.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And sure enough, out comes Sheila Beale, student-body president.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Sheila was well-bred.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Sheila had school spirit.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Sheila was the kind of student that Dean McGown wanted more of.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Although rumor had it that he got plenty of her in his office on his desk.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"But that's just a rumor, please do not spread it outside this rumor.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
I myself would never say that.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"The infamous ""no more beer at barbecues"" rule.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"That's right, boo that rule.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Sheila thought drinking in public was in poor taste.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
I think you know what happened next.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And that's what made him a sensation on campus.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
People started dressing like him and quoting him in class.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"The Ram ran five major stories about Pie Man, all of them by me.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And now Angela and I had been flirting for two months.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I, I saw her there and made a mental note to do nothing about it.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And it was her.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
And wasn't I really Pie Man?,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
For having brought him into being.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
Didn't she only know about him through me?,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
But she had asked me a straightforward question that came with a straightforward answer.,"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"In fact, I wasn't Pie Man.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"As far as I knew, I had never seen the guy out of costume.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","Reporters call this ""making shit up.""",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","Reporters call this ""making shit up.""",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","Reporters call this ""making shit up.""",0
"And he stops and looks at me and he says, ""Listen up, punk.""","Reporters call this ""making shit up.""",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","Reporters call this ""making shit up.""",0
And then runs away.,"Reporters call this ""making shit up.""",0
And the Dean is covered with cream.,"Reporters call this ""making shit up.""",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","Reporters call this ""making shit up.""",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","Reporters call this ""making shit up.""",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","Reporters call this ""making shit up.""",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","Reporters call this ""making shit up.""",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","Reporters call this ""making shit up.""",1
And they recommend against crossing that line.,"Reporters call this ""making shit up.""",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","Reporters call this ""making shit up.""",0
So the first I did was I gave the figure a name.,"Reporters call this ""making shit up.""",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","Reporters call this ""making shit up.""",0
Though in fact he'd been capeless.,"Reporters call this ""making shit up.""",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","Reporters call this ""making shit up.""",0
And I gave him a catchphrase in Latin.,"Reporters call this ""making shit up.""",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","Reporters call this ""making shit up.""",0
Which makes no sense.,"Reporters call this ""making shit up.""",0
I needed something.,"Reporters call this ""making shit up.""",0
"I'm Catholic, Latin just comes to me.","Reporters call this ""making shit up.""",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","Reporters call this ""making shit up.""",0
And that's how the first line got crossed.,"Reporters call this ""making shit up.""",0
"A few days later, I get a letter.","Reporters call this ""making shit up.""",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","Reporters call this ""making shit up.""",0
So I was there with a photographer from the Ram.,"Reporters call this ""making shit up.""",0
"And sure enough, out comes Sheila Beale, student-body president.","Reporters call this ""making shit up.""",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"Reporters call this ""making shit up.""",0
Sheila was well-bred.,"Reporters call this ""making shit up.""",0
Sheila had school spirit.,"Reporters call this ""making shit up.""",0
Sheila was the kind of student that Dean McGown wanted more of.,"Reporters call this ""making shit up.""",0
Although rumor had it that he got plenty of her in his office on his desk.,"Reporters call this ""making shit up.""",0
"But that's just a rumor, please do not spread it outside this rumor.","Reporters call this ""making shit up.""",0
I myself would never say that.,"Reporters call this ""making shit up.""",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","Reporters call this ""making shit up.""",0
"The infamous ""no more beer at barbecues"" rule.","Reporters call this ""making shit up.""",0
"That's right, boo that rule.","Reporters call this ""making shit up.""",0
Sheila thought drinking in public was in poor taste.,"Reporters call this ""making shit up.""",0
I think you know what happened next.,"Reporters call this ""making shit up.""",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","Reporters call this ""making shit up.""",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","Reporters call this ""making shit up.""",0
And that's what made him a sensation on campus.,"Reporters call this ""making shit up.""",0
People started dressing like him and quoting him in class.,"Reporters call this ""making shit up.""",0
"The Ram ran five major stories about Pie Man, all of them by me.","Reporters call this ""making shit up.""",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","Reporters call this ""making shit up.""",0
And now Angela and I had been flirting for two months.,"Reporters call this ""making shit up.""",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","Reporters call this ""making shit up.""",0
"So I, I saw her there and made a mental note to do nothing about it.","Reporters call this ""making shit up.""",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"Reporters call this ""making shit up.""",0
And it was her.,"Reporters call this ""making shit up.""",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","Reporters call this ""making shit up.""",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","Reporters call this ""making shit up.""",0
And wasn't I really Pie Man?,"Reporters call this ""making shit up.""",0
For having brought him into being.,"Reporters call this ""making shit up.""",0
Didn't she only know about him through me?,"Reporters call this ""making shit up.""",0
But she had asked me a straightforward question that came with a straightforward answer.,"Reporters call this ""making shit up.""",0
"In fact, I wasn't Pie Man.","Reporters call this ""making shit up.""",0
"As far as I knew, I had never seen the guy out of costume.","Reporters call this ""making shit up.""",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","Reporters call this ""making shit up.""",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","Reporters call this ""making shit up.""",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",And they recommend against crossing that line.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",And they recommend against crossing that line.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",And they recommend against crossing that line.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",And they recommend against crossing that line.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",And they recommend against crossing that line.,0
And then runs away.,And they recommend against crossing that line.,0
And the Dean is covered with cream.,And they recommend against crossing that line.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",And they recommend against crossing that line.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",And they recommend against crossing that line.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",And they recommend against crossing that line.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",And they recommend against crossing that line.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",And they recommend against crossing that line.,0
"Reporters call this ""making shit up.""",And they recommend against crossing that line.,1
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",And they recommend against crossing that line.,0
So the first I did was I gave the figure a name.,And they recommend against crossing that line.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",And they recommend against crossing that line.,0
Though in fact he'd been capeless.,And they recommend against crossing that line.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",And they recommend against crossing that line.,0
And I gave him a catchphrase in Latin.,And they recommend against crossing that line.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",And they recommend against crossing that line.,0
Which makes no sense.,And they recommend against crossing that line.,0
I needed something.,And they recommend against crossing that line.,0
"I'm Catholic, Latin just comes to me.",And they recommend against crossing that line.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",And they recommend against crossing that line.,0
And that's how the first line got crossed.,And they recommend against crossing that line.,0
"A few days later, I get a letter.",And they recommend against crossing that line.,0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",And they recommend against crossing that line.,0
So I was there with a photographer from the Ram.,And they recommend against crossing that line.,0
"And sure enough, out comes Sheila Beale, student-body president.",And they recommend against crossing that line.,0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,And they recommend against crossing that line.,0
Sheila was well-bred.,And they recommend against crossing that line.,0
Sheila had school spirit.,And they recommend against crossing that line.,0
Sheila was the kind of student that Dean McGown wanted more of.,And they recommend against crossing that line.,0
Although rumor had it that he got plenty of her in his office on his desk.,And they recommend against crossing that line.,0
"But that's just a rumor, please do not spread it outside this rumor.",And they recommend against crossing that line.,0
I myself would never say that.,And they recommend against crossing that line.,0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",And they recommend against crossing that line.,0
"The infamous ""no more beer at barbecues"" rule.",And they recommend against crossing that line.,0
"That's right, boo that rule.",And they recommend against crossing that line.,0
Sheila thought drinking in public was in poor taste.,And they recommend against crossing that line.,0
I think you know what happened next.,And they recommend against crossing that line.,0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",And they recommend against crossing that line.,0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",And they recommend against crossing that line.,0
And that's what made him a sensation on campus.,And they recommend against crossing that line.,0
People started dressing like him and quoting him in class.,And they recommend against crossing that line.,0
"The Ram ran five major stories about Pie Man, all of them by me.",And they recommend against crossing that line.,0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",And they recommend against crossing that line.,0
And now Angela and I had been flirting for two months.,And they recommend against crossing that line.,0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",And they recommend against crossing that line.,0
"So I, I saw her there and made a mental note to do nothing about it.",And they recommend against crossing that line.,0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,And they recommend against crossing that line.,0
And it was her.,And they recommend against crossing that line.,0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",And they recommend against crossing that line.,0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",And they recommend against crossing that line.,0
And wasn't I really Pie Man?,And they recommend against crossing that line.,0
For having brought him into being.,And they recommend against crossing that line.,0
Didn't she only know about him through me?,And they recommend against crossing that line.,0
But she had asked me a straightforward question that came with a straightforward answer.,And they recommend against crossing that line.,0
"In fact, I wasn't Pie Man.",And they recommend against crossing that line.,0
"As far as I knew, I had never seen the guy out of costume.",And they recommend against crossing that line.,0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",And they recommend against crossing that line.,0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",And they recommend against crossing that line.,0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",2
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",2
And then runs away.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And the Dean is covered with cream.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"Reporters call this ""making shit up.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And they recommend against crossing that line.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
So the first I did was I gave the figure a name.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Though in fact he'd been capeless.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And I gave him a catchphrase in Latin.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
Which makes no sense.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
I needed something.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"I'm Catholic, Latin just comes to me.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And that's how the first line got crossed.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"A few days later, I get a letter.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
So I was there with a photographer from the Ram.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
"And sure enough, out comes Sheila Beale, student-body president.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0
