recall_segment,story_segment,quality_score,summary
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",8,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And then runs away.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And the Dean is covered with cream.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","Reporters call this ""making shit up.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And they recommend against crossing that line.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",So the first I did was I gave the figure a name.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Though in fact he'd been capeless.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And I gave him a catchphrase in Latin.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Which makes no sense.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",I needed something.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","I'm Catholic, Latin just comes to me.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And that's how the first line got crossed.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","A few days later, I get a letter.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",So I was there with a photographer from the Ram.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And sure enough, out comes Sheila Beale, student-body president.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Sheila was well-bred.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Sheila had school spirit.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Sheila was the kind of student that Dean McGown wanted more of.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Although rumor had it that he got plenty of her in his office on his desk.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","But that's just a rumor, please do not spread it outside this rumor.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",I myself would never say that.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","The infamous ""no more beer at barbecues"" rule.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","That's right, boo that rule.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Sheila thought drinking in public was in poor taste.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",I think you know what happened next.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And that's what made him a sensation on campus.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",People started dressing like him and quoting him in class.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","The Ram ran five major stories about Pie Man, all of them by me.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And now Angela and I had been flirting for two months.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I, I saw her there and made a mental note to do nothing about it.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And it was her.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",And wasn't I really Pie Man?,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",For having brought him into being.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",Didn't she only know about him through me?,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""",But she had asked me a straightforward question that came with a straightforward answer.,0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","In fact, I wasn't Pie Man.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","As far as I knew, I had never seen the guy out of costume.",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"And this guy who works for the paper see the dean and seizes his opportunity to say, ""Hey, don't you think that raising these tuitions and trying to change the kind of students that go to the school is like a moral and against the values that we have at the school?""","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",2,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",7,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And then runs away.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And the Dean is covered with cream.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","Reporters call this ""making shit up.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And they recommend against crossing that line.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",So the first I did was I gave the figure a name.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Though in fact he'd been capeless.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And I gave him a catchphrase in Latin.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Which makes no sense.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",I needed something.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","I'm Catholic, Latin just comes to me.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And that's how the first line got crossed.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","A few days later, I get a letter.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",So I was there with a photographer from the Ram.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And sure enough, out comes Sheila Beale, student-body president.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Sheila was well-bred.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Sheila had school spirit.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Sheila was the kind of student that Dean McGown wanted more of.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Although rumor had it that he got plenty of her in his office on his desk.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","But that's just a rumor, please do not spread it outside this rumor.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",I myself would never say that.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","The infamous ""no more beer at barbecues"" rule.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","That's right, boo that rule.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Sheila thought drinking in public was in poor taste.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",I think you know what happened next.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And that's what made him a sensation on campus.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",People started dressing like him and quoting him in class.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","The Ram ran five major stories about Pie Man, all of them by me.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And now Angela and I had been flirting for two months.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I, I saw her there and made a mental note to do nothing about it.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And it was her.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",And wasn't I really Pie Man?,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",For having brought him into being.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",Didn't she only know about him through me?,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.",But she had asked me a straightforward question that came with a straightforward answer.,0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","In fact, I wasn't Pie Man.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","As far as I knew, I had never seen the guy out of costume.",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",1,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And then runs away.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And the Dean is covered with cream.,8,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",7,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","Reporters call this ""making shit up.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And they recommend against crossing that line.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",So the first I did was I gave the figure a name.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Though in fact he'd been capeless.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And I gave him a catchphrase in Latin.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Which makes no sense.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",I needed something.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I'm Catholic, Latin just comes to me.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And that's how the first line got crossed.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","A few days later, I get a letter.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",So I was there with a photographer from the Ram.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And sure enough, out comes Sheila Beale, student-body president.",0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila was well-bred.,0,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila had school spirit.,0,
