recall_segment,story_segment,quality_score,summary
"And just is he saying that – oh, and he has his notepad out too – this guy runs up to the dean and throws a cream pie in his face.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And he stops and looks at me and he says, ""Listen up, punk.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And then runs away.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And the Dean is covered with cream.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","Reporters call this ""making shit up.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And they recommend against crossing that line.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",So the first I did was I gave the figure a name.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Though in fact he'd been capeless.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And I gave him a catchphrase in Latin.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Which makes no sense.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",I needed something.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","I'm Catholic, Latin just comes to me.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And that's how the first line got crossed.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","A few days later, I get a letter.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",So I was there with a photographer from the Ram.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And sure enough, out comes Sheila Beale, student-body president.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila was well-bred.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila had school spirit.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila was the kind of student that Dean McGown wanted more of.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Although rumor had it that he got plenty of her in his office on his desk.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","But that's just a rumor, please do not spread it outside this rumor.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",I myself would never say that.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","The infamous ""no more beer at barbecues"" rule.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","That's right, boo that rule.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Sheila thought drinking in public was in poor taste.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",I think you know what happened next.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And that's what made him a sensation on campus.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",People started dressing like him and quoting him in class.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","The Ram ran five major stories about Pie Man, all of them by me.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And now Angela and I had been flirting for two months.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I, I saw her there and made a mental note to do nothing about it.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And it was her.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",And wasn't I really Pie Man?,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",For having brought him into being.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",Didn't she only know about him through me?,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""",But she had asked me a straightforward question that came with a straightforward answer.,,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","In fact, I wasn't Pie Man.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","As far as I knew, I had never seen the guy out of costume.",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"So, the dean is just sitting there with cream pie all over his face, and the student at the newspaper says, ""Do you care to comment?""","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And he stops and looks at me and he says, ""Listen up, punk.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And then runs away.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And the Dean is covered with cream.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","Reporters call this ""making shit up.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And they recommend against crossing that line.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",So the first I did was I gave the figure a name.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Though in fact he'd been capeless.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And I gave him a catchphrase in Latin.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Which makes no sense.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",I needed something.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","I'm Catholic, Latin just comes to me.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And that's how the first line got crossed.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","A few days later, I get a letter.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",So I was there with a photographer from the Ram.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And sure enough, out comes Sheila Beale, student-body president.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Sheila was well-bred.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Sheila had school spirit.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Sheila was the kind of student that Dean McGown wanted more of.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Although rumor had it that he got plenty of her in his office on his desk.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","But that's just a rumor, please do not spread it outside this rumor.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",I myself would never say that.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","The infamous ""no more beer at barbecues"" rule.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","That's right, boo that rule.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Sheila thought drinking in public was in poor taste.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",I think you know what happened next.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And that's what made him a sensation on campus.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",People started dressing like him and quoting him in class.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","The Ram ran five major stories about Pie Man, all of them by me.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And now Angela and I had been flirting for two months.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I, I saw her there and made a mental note to do nothing about it.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And it was her.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",And wasn't I really Pie Man?,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",For having brought him into being.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",Didn't she only know about him through me?,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.",But she had asked me a straightforward question that came with a straightforward answer.,,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","In fact, I wasn't Pie Man.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","As far as I knew, I had never seen the guy out of costume.",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"and the dean says, ""I would like to comment,"" and then he says, ""Fuck you"" to student.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And he stops and looks at me and he says, ""Listen up, punk.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And then runs away.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And the Dean is covered with cream.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","Reporters call this ""making shit up.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And they recommend against crossing that line.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",So the first I did was I gave the figure a name.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Though in fact he'd been capeless.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And I gave him a catchphrase in Latin.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Which makes no sense.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",I needed something.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","I'm Catholic, Latin just comes to me.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And that's how the first line got crossed.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","A few days later, I get a letter.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",So I was there with a photographer from the Ram.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And sure enough, out comes Sheila Beale, student-body president.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Sheila was well-bred.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Sheila had school spirit.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Sheila was the kind of student that Dean McGown wanted more of.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Although rumor had it that he got plenty of her in his office on his desk.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","But that's just a rumor, please do not spread it outside this rumor.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",I myself would never say that.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","The infamous ""no more beer at barbecues"" rule.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","That's right, boo that rule.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Sheila thought drinking in public was in poor taste.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",I think you know what happened next.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And that's what made him a sensation on campus.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",People started dressing like him and quoting him in class.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","The Ram ran five major stories about Pie Man, all of them by me.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And now Angela and I had been flirting for two months.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I, I saw her there and made a mental note to do nothing about it.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And it was her.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",And wasn't I really Pie Man?,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",For having brought him into being.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",Didn't she only know about him through me?,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""",But she had asked me a straightforward question that came with a straightforward answer.,,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","In fact, I wasn't Pie Man.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","As far as I knew, I had never seen the guy out of costume.",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"So, the reporter kid is super excited because he's like, ""Oh my god, what a good story I just saw. I witnessed it. This is amazing.""","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
